Gene stable ID,Gene stable ID version,Mouse gene stable ID,Mouse gene name,Chromosome/scaffold name,Gene name
ENSPEMG00000010445,ENSPEMG00000010445.2,ENSMUSG00000029755,Dlx5,3,Dlx5
ENSPEMG00000018677,ENSPEMG00000018677.2,ENSMUSG00000030607,Acan,1,Acan
ENSPEMG00000027778,ENSPEMG00000027778.1,ENSMUSG00000056498,Tmem154,6,Tmem154
ENSPEMG00000006653,ENSPEMG00000006653.2,ENSMUSG00000064553,Gm24622,X,U1
ENSPEMG00000017476,ENSPEMG00000017476.2,ENSMUSG00000030271,Ogg1,3,Ogg1
ENSPEMG00000014545,ENSPEMG00000014545.2,ENSMUSG00000006241,Ccdc159,7,Ccdc159
ENSPEMG00000003220,ENSPEMG00000003220.2,ENSMUSG00000025875,Tspan17,5,Tspan17
ENSPEMG00000008680,ENSPEMG00000008680.2,ENSMUSG00000046408,1700067K01Rik,5,1700067K01Rik
ENSPEMG00000025504,ENSPEMG00000025504.1,ENSMUSG00000042505,Sdhaf3,3,Sdhaf3
ENSPEMG00000017641,ENSPEMG00000017641.2,ENSMUSG00000031506,Ptpn7,11,Ptpn7
ENSPEMG00000026637,ENSPEMG00000026637.1,,,2,
ENSPEMG00000025413,ENSPEMG00000025413.1,ENSMUSG00000068696,Gpr88,6,Gpr88
ENSPEMG00000010652,ENSPEMG00000010652.2,ENSMUSG00000022369,Mtbp,20,Mtbp
ENSPEMG00000016136,ENSPEMG00000016136.2,ENSMUSG00000033502,Cdc14a,6,Cdc14a
ENSPEMG00000007761,ENSPEMG00000007761.2,ENSMUSG00000036120,Rfxank,17,Rfxank
ENSPEMG00000029779,ENSPEMG00000029779.1,ENSMUSG00000084629,Gm25112,14,U6
ENSPEMG00000017586,ENSPEMG00000017586.2,,,5,
ENSPEMG00000000858,ENSPEMG00000000858.2,,,14,U1
ENSPEMG00000008779,ENSPEMG00000008779.2,ENSMUSG00000029821,Gsdme,3,Gsdme
ENSPEMG00000019113,ENSPEMG00000019113.2,ENSMUSG00000024276,Zfp397,19,Zfp397
ENSPEMG00000002089,ENSPEMG00000002089.2,ENSMUSG00000005469,Prkaca,5,Prkaca
ENSPEMG00000024742,ENSPEMG00000024742.1,,,19,
ENSPEMG00000009150,ENSPEMG00000009150.2,ENSMUSG00000026426,Arl8a,11,Arl8a
ENSPEMG00000019147,ENSPEMG00000019147.2,,,19,
ENSPEMG00000010340,ENSPEMG00000010340.2,ENSMUSG00000002345,Borcs8,17,Borcs8
ENSPEMG00000020521,ENSPEMG00000020521.2,ENSMUSG00000040563,Plppr2,7,Plppr2
ENSPEMG00000001780,ENSPEMG00000001780.2,,,2,U1
ENSPEMG00000022510,ENSPEMG00000022510.2,ENSMUSG00000058441,Panx2,20,Panx2
ENSPEMG00000003800,ENSPEMG00000003800.2,ENSMUSG00002075149,5S_rRNA,11,5S_rRNA
ENSPEMG00000011069,ENSPEMG00000011069.2,ENSMUSG00000026424,Gpr37l1,11,Gpr37l1
ENSPEMG00000016074,ENSPEMG00000016074.2,ENSMUSG00000030606,Hapln3,1,Hapln3
ENSPEMG00000012620,ENSPEMG00000012620.2,ENSMUSG00000007944,Ttc9b,1,Ttc9b
ENSPEMG00000009981,ENSPEMG00000009981.2,ENSMUSG00000003051,Elf3,11,Elf3
ENSPEMG00000021540,ENSPEMG00000021540.2,ENSMUSG00000015363,Trabd,20,Trabd
ENSPEMG00000009761,ENSPEMG00000009761.2,ENSMUSG00000040390,Map3k10,1,Map3k10
ENSPEMG00000003483,ENSPEMG00000003483.2,,,8,7SK
ENSPEMG00000002636,ENSPEMG00000002636.2,,,6,U1
ENSPEMG00000026306,ENSPEMG00000026306.1,ENSMUSG00000005470,Asf1b,5,Asf1b
ENSPEMG00000003267,ENSPEMG00000003267.2,ENSMUSG00000057132,Rpgrip1,9,Rpgrip1
ENSPEMG00000017184,ENSPEMG00000017184.2,ENSMUSG00000051238,Swsap1,7,Swsap1
ENSPEMG00000009590,ENSPEMG00000009590.2,ENSMUSG00000041926,Rnpep,11,Rnpep
ENSPEMG00000006134,ENSPEMG00000006134.2,,,5,U6
ENSPEMG00000020463,ENSPEMG00000020463.2,ENSMUSG00000006235,Epor,7,Epor
ENSPEMG00000013321,ENSPEMG00000013321.2,ENSMUSG00000035757,Selenoo,20,Selenoo
ENSPEMG00000006060,ENSPEMG00000006060.2,ENSMUSG00000096916,Zfp850,1,
ENSPEMG00000006060,ENSPEMG00000006060.2,ENSMUSG00000037640,Zfp60,1,
ENSPEMG00000006060,ENSPEMG00000006060.2,ENSMUSG00000020420,Zfp607a,1,
ENSPEMG00000006060,ENSPEMG00000006060.2,ENSMUSG00000057093,Zfp607b,1,
ENSPEMG00000028171,ENSPEMG00000028171.1,ENSMUSG00000067787,Blcap,4,Blcap
ENSPEMG00000020927,ENSPEMG00000020927.2,ENSMUSG00000040146,Rgl3,7,Rgl3
ENSPEMG00000023120,ENSPEMG00000023120.2,ENSMUSG00000052821,Cysltr1,X,Cysltr1
ENSPEMG00000009071,ENSPEMG00000009071.2,ENSMUSG00000028086,Fbxw7,6,Fbxw7
ENSPEMG00000027402,ENSPEMG00000027402.1,,,X,
ENSPEMG00000027306,ENSPEMG00000027306.1,ENSMUSG00000067786,Nnat,4,Nnat
ENSPEMG00000022065,ENSPEMG00000022065.2,,,20,
ENSPEMG00000026887,ENSPEMG00000026887.1,,,X,
ENSPEMG00000021468,ENSPEMG00000021468.2,ENSMUSG00000073012,Fnd3c2,X,
ENSPEMG00000021468,ENSPEMG00000021468.2,ENSMUSG00000033737,Fndc3c1,X,
ENSPEMG00000017804,ENSPEMG00000017804.2,ENSMUSG00000002997,Prkar2b,14,Prkar2b
ENSPEMG00000022003,ENSPEMG00000022003.2,ENSMUSG00000058571,Gpc6,9,Gpc6
ENSPEMG00000023534,ENSPEMG00000023534.2,ENSMUSG00000061762,Tac1,3,Tac1
ENSPEMG00000024587,ENSPEMG00000024587.1,ENSMUSG00000063281,Zfp35,19,Zfp35
ENSPEMG00000018054,ENSPEMG00000018054.2,ENSMUSG00000079033,Mef2b,17,Mef2b
ENSPEMG00000016375,ENSPEMG00000016375.2,ENSMUSG00000022370,Mrpl13,20,Mrpl13
ENSPEMG00000027619,ENSPEMG00000027619.1,ENSMUSG00000051469,Zfp24,19,Zfp24
ENSPEMG00000016202,ENSPEMG00000016202.2,ENSMUSG00000026603,Smyd2,11,Smyd2
ENSPEMG00000014731,ENSPEMG00000014731.2,ENSMUSG00000038371,Sbf2,1,Sbf2
ENSPEMG00000013557,ENSPEMG00000013557.2,ENSMUSG00000062580,Timm17a,11,Timm17a
ENSPEMG00000031251,ENSPEMG00000031251.1,ENSMUSG00000047989,Ino80c,19,Ino80c
ENSPEMG00000009642,ENSPEMG00000009642.2,ENSMUSG00000030272,Camk1,3,Camk1
ENSPEMG00000000868,ENSPEMG00000000868.2,ENSMUSG00000025876,Unc5a,5,Unc5a
ENSPEMG00000009974,ENSPEMG00000009974.2,ENSMUSG00000054814,Usp46,10,Usp46
ENSPEMG00000029028,ENSPEMG00000029028.1,,,11,
ENSPEMG00000015971,ENSPEMG00000015971.2,ENSMUSG00000048096,Lmod1,11,Lmod1
ENSPEMG00000009177,ENSPEMG00000009177.2,ENSMUSG00000026149,Tm4sf20,13,Tm4sf20
ENSPEMG00000009582,ENSPEMG00000009582.2,ENSMUSG00000028910,Mecr,2,Mecr
ENSPEMG00000019105,ENSPEMG00000019105.2,ENSMUSG00000041889,Shisa4,11,Shisa4
ENSPEMG00000009947,ENSPEMG00000009947.2,ENSMUSG00000048930,Tada3,3,Tada3
ENSPEMG00000022582,ENSPEMG00000022582.2,ENSMUSG00000047242,Taf9b,X,Taf9b
ENSPEMG00000014801,ENSPEMG00000014801.2,ENSMUSG00000002996,Hbp1,14,Hbp1
ENSPEMG00000013271,ENSPEMG00000013271.2,ENSMUSG00000026150,Mff,13,Mff
ENSPEMG00000030689,ENSPEMG00000030689.1,,,19,
ENSPEMG00000016176,ENSPEMG00000016176.2,ENSMUSG00000059248,Septin9,8,Septin9
ENSPEMG00000024254,ENSPEMG00000024254.2,ENSMUSG00000029752,Asns,3,Asns
ENSPEMG00000030585,ENSPEMG00000030585.1,ENSMUSG00000077648,Gm24988,10,
ENSPEMG00000030585,ENSPEMG00000030585.1,ENSMUSG00000093355,Snora26,10,
ENSPEMG00000023945,ENSPEMG00000023945.2,ENSMUSG00000004567,Mcoln1,23,Mcoln1
ENSPEMG00000023181,ENSPEMG00000023181.2,ENSMUSG00000015839,Nfe2l2,4,Nfe2l2
ENSPEMG00000018759,ENSPEMG00000018759.2,ENSMUSG00000030605,Mfge8,1,Mfge8
ENSPEMG00000000175,ENSPEMG00000000175.2,ENSMUSG00000022371,Col14a1,20,Col14a1
ENSPEMG00000003365,ENSPEMG00000003365.2,ENSMUSG00000028911,Srsf4,2,Srsf4
ENSPEMG00000021370,ENSPEMG00000021370.2,ENSMUSG00000062906,Hdac10,20,Hdac10
ENSPEMG00000000402,ENSPEMG00000000402.2,ENSMUSG00000079426,Arpc4,3,Arpc4
ENSPEMG00000003387,ENSPEMG00000003387.2,,,1,5S_rRNA
ENSPEMG00000016881,ENSPEMG00000016881.2,ENSMUSG00000039202,Abhd2,1,Abhd2
ENSPEMG00000016834,ENSPEMG00000016834.2,ENSMUSG00000025877,Hk3,5,Hk3
ENSPEMG00000021612,ENSPEMG00000021612.2,ENSMUSG00000025431,Crisp1,21,
ENSPEMG00000021612,ENSPEMG00000021612.2,ENSMUSG00000025433,Crisp3,21,
ENSPEMG00000005585,ENSPEMG00000005585.2,ENSMUSG00000010175,Prox1,11,Prox1
ENSPEMG00000008075,ENSPEMG00000008075.2,ENSMUSG00000013033,Adgrl1,5,Adgrl1
ENSPEMG00000019801,ENSPEMG00000019801.2,ENSMUSG00000029822,Osbpl3,3,Osbpl3
ENSPEMG00000018582,ENSPEMG00000018582.2,ENSMUSG00000000339,Rtca,6,Rtca
ENSPEMG00000013331,ENSPEMG00000013331.2,ENSMUSG00000047264,Zfp358,23,Zfp358
ENSPEMG00000028428,ENSPEMG00000028428.1,,,15,
ENSPEMG00000003390,ENSPEMG00000003390.2,ENSMUSG00000064267,Hvcn1,23,Hvcn1
ENSPEMG00000004013,ENSPEMG00000004013.2,,,1,7SK
ENSPEMG00000000325,ENSPEMG00000000325.2,ENSMUSG00000040340,Tex45,23,Tex45
ENSPEMG00000011178,ENSPEMG00000011178.2,ENSMUSG00000021624,Cd180,15,Cd180
ENSPEMG00000004990,ENSPEMG00000004990.2,ENSMUSG00000022757,Tfg,12,Tfg
ENSPEMG00000025599,ENSPEMG00000025599.1,ENSMUSG00000119473,U6,6,U6
ENSPEMG00000018837,ENSPEMG00000018837.2,ENSMUSG00000000340,Dbt,6,Dbt
ENSPEMG00000021727,ENSPEMG00000021727.2,ENSMUSG00000056553,Ptprn2,14,Ptprn2
ENSPEMG00000004072,ENSPEMG00000004072.2,ENSMUSG00002076822,7SK,15,7SK
ENSPEMG00000025216,ENSPEMG00000025216.1,,,11,
ENSPEMG00000005566,ENSPEMG00000005566.2,ENSMUSG00000038593,Tctn1,23,Tctn1
ENSPEMG00000010000,ENSPEMG00000010000.2,ENSMUSG00000030276,Ttll3,3,Ttll3
ENSPEMG00000017658,ENSPEMG00000017658.2,ENSMUSG00000041879,Ipo9,11,Ipo9
ENSPEMG00000016020,ENSPEMG00000016020.2,ENSMUSG00000069633,Pex11g,23,Pex11g
ENSPEMG00000012688,ENSPEMG00000012688.2,ENSMUSG00000070720,Tmem200b,2,Tmem200b
ENSPEMG00000022721,ENSPEMG00000022721.2,ENSMUSG00000022610,Mapk12,20,Mapk12
ENSPEMG00000000240,ENSPEMG00000000240.2,ENSMUSG00000035726,Supt16,9,Supt16
ENSPEMG00000012546,ENSPEMG00000012546.2,ENSMUSG00000004568,Arhgef18,23,Arhgef18
ENSPEMG00000019068,ENSPEMG00000019068.2,ENSMUSG00000027961,Lrrc39,6,Lrrc39
ENSPEMG00000019731,ENSPEMG00000019731.2,ENSMUSG00000040929,Rfx3,1,Rfx3
ENSPEMG00000008223,ENSPEMG00000008223.2,ENSMUSG00000000420,Galnt1,19,Galnt1
ENSPEMG00000002234,ENSPEMG00000002234.2,,,14,U6
ENSPEMG00000007340,ENSPEMG00000007340.2,ENSMUSG00000055775,Myh8,8,Myh8
ENSPEMG00000010253,ENSPEMG00000010253.2,ENSMUSG00000063047,Zfp780b,1,Zfp780b
ENSPEMG00000025190,ENSPEMG00000025190.1,ENSMUSG00000044533,Rps2,14,
ENSPEMG00000021831,ENSPEMG00000021831.2,ENSMUSG00000093957,Esp3,21,
ENSPEMG00000021831,ENSPEMG00000021831.2,ENSMUSG00000117190,Esp5,21,
ENSPEMG00000021831,ENSPEMG00000021831.2,ENSMUSG00000092043,Esp6,21,
ENSPEMG00000021831,ENSPEMG00000021831.2,ENSMUSG00000095540,Esp4,21,
ENSPEMG00000021831,ENSPEMG00000021831.2,ENSMUSG00000090897,Gm44501,21,
ENSPEMG00000021831,ENSPEMG00000021831.2,ENSMUSG00000090747,Esp8,21,
ENSPEMG00000021831,ENSPEMG00000021831.2,ENSMUSG00000073396,Esp1,21,
ENSPEMG00000020738,ENSPEMG00000020738.2,ENSMUSG00000039632,Odad3,7,Odad3
ENSPEMG00000030274,ENSPEMG00000030274.1,ENSMUSG00000093957,Esp3,21,
ENSPEMG00000030274,ENSPEMG00000030274.1,ENSMUSG00000117190,Esp5,21,
ENSPEMG00000030274,ENSPEMG00000030274.1,ENSMUSG00000092043,Esp6,21,
ENSPEMG00000030274,ENSPEMG00000030274.1,ENSMUSG00000095540,Esp4,21,
ENSPEMG00000030274,ENSPEMG00000030274.1,ENSMUSG00000090897,Gm44501,21,
ENSPEMG00000030274,ENSPEMG00000030274.1,ENSMUSG00000090747,Esp8,21,
ENSPEMG00000030274,ENSPEMG00000030274.1,ENSMUSG00000073396,Esp1,21,
ENSPEMG00000024689,ENSPEMG00000024689.1,,,11,
ENSPEMG00000017245,ENSPEMG00000017245.2,ENSMUSG00000051169,Rpusd3,3,Rpusd3
ENSPEMG00000000275,ENSPEMG00000000275.2,ENSMUSG00000033439,Trmt13,6,Trmt13
ENSPEMG00000024229,ENSPEMG00000024229.2,ENSMUSG00000004105,Angptl2,4,Angptl2
ENSPEMG00000022961,ENSPEMG00000022961.2,ENSMUSG00000023930,Crisp2,21,Crisp2
ENSPEMG00000016451,ENSPEMG00000016451.2,ENSMUSG00000002342,Tmem161a,17,Tmem161a
ENSPEMG00000019267,ENSPEMG00000019267.2,ENSMUSG00000009418,Nav1,11,Nav1
ENSPEMG00000001118,ENSPEMG00000001118.2,,,14,
ENSPEMG00000022207,ENSPEMG00000022207.2,ENSMUSG00000053137,Mapk11,20,Mapk11
ENSPEMG00000004431,ENSPEMG00000004431.2,ENSMUSG00002076514,U12,19,U12
ENSPEMG00000006434,ENSPEMG00000006434.2,,,11,
ENSPEMG00000022977,ENSPEMG00000022977.2,ENSMUSG00000053754,Chd8,9,Chd8
ENSPEMG00000014459,ENSPEMG00000014459.2,ENSMUSG00000030278,Cidec,3,Cidec
ENSPEMG00000023961,ENSPEMG00000023961.2,ENSMUSG00000003402,Prkcsh,7,Prkcsh
ENSPEMG00000012872,ENSPEMG00000012872.2,,,X,
ENSPEMG00000011409,ENSPEMG00000011409.2,ENSMUSG00000025878,Uimc1,5,Uimc1
ENSPEMG00000001964,ENSPEMG00000001964.2,ENSMUSG00000027959,Sass6,6,Sass6
ENSPEMG00000025524,ENSPEMG00000025524.1,ENSMUSG00000049907,Rasl11b,10,Rasl11b
ENSPEMG00000010561,ENSPEMG00000010561.2,ENSMUSG00000042410,Agps,4,Agps
ENSPEMG00000027713,ENSPEMG00000027713.1,ENSMUSG00000038582,Pptc7,23,Pptc7
ENSPEMG00000005010,ENSPEMG00000005010.2,,,23,Metazoa_SRP
ENSPEMG00000006787,ENSPEMG00000006787.2,ENSMUSG00000033792,Atp7a,X,Atp7a
ENSPEMG00000001879,ENSPEMG00000001879.2,ENSMUSG00000042460,C1galt1,3,C1galt1
ENSPEMG00000007811,ENSPEMG00000007811.2,,,23,
ENSPEMG00000015621,ENSPEMG00000015621.2,ENSMUSG00000022755,Adgrg7,12,Adgrg7
ENSPEMG00000011354,ENSPEMG00000011354.2,ENSMUSG00000002346,Slc25a42,17,Slc25a42
ENSPEMG00000005624,ENSPEMG00000005624.2,ENSMUSG00002075238,,3,
ENSPEMG00000022994,ENSPEMG00000022994.2,ENSMUSG00000036606,Plxnb2,20,Plxnb2
ENSPEMG00000024384,ENSPEMG00000024384.1,,,3,
ENSPEMG00000010882,ENSPEMG00000010882.2,ENSMUSG00000038569,Rad9b,23,Rad9b
ENSPEMG00000031081,ENSPEMG00000031081.1,ENSMUSG00000003410,Elavl3,7,Elavl3
ENSPEMG00000022827,ENSPEMG00000022827.2,ENSMUSG00000038895,Zfp653,7,Zfp653
ENSPEMG00000012468,ENSPEMG00000012468.2,ENSMUSG00000002343,Armc6,17,Armc6
ENSPEMG00000003150,ENSPEMG00000003150.2,ENSMUSG00000023926,Rhag,21,Rhag
ENSPEMG00000017595,ENSPEMG00000017595.2,ENSMUSG00000009549,Srp14,4,Srp14
ENSPEMG00000011109,ENSPEMG00000011109.2,ENSMUSG00000043088,Il17re,3,Il17re
ENSPEMG00000017975,ENSPEMG00000017975.2,ENSMUSG00000022754,Tmem45a,12,Tmem45a
ENSPEMG00000010686,ENSPEMG00000010686.2,ENSMUSG00000029462,Vps29,23,Vps29
ENSPEMG00000009700,ENSPEMG00000009700.2,ENSMUSG00000036054,Sugp2,17,Sugp2
ENSPEMG00000023380,ENSPEMG00000023380.2,ENSMUSG00000024247,Pkdcc,22,Pkdcc
ENSPEMG00000029284,ENSPEMG00000029284.1,ENSMUSG00000109588,Lnp1,12,Lnp1
ENSPEMG00000026529,ENSPEMG00000026529.1,ENSMUSG00000040093,Bmf,4,Bmf
ENSPEMG00000011472,ENSPEMG00000011472.2,ENSMUSG00000066839,Ecsit,7,Ecsit
ENSPEMG00000002214,ENSPEMG00000002214.2,,,22,U1
ENSPEMG00000024759,ENSPEMG00000024759.1,,,12,
ENSPEMG00000016014,ENSPEMG00000016014.2,ENSMUSG00000040084,Bub1b,4,
ENSPEMG00000012083,ENSPEMG00000012083.2,ENSMUSG00000031231,Cox7b,X,
ENSPEMG00000030182,ENSPEMG00000030182.1,ENSMUSG00000041216,Clvs1,2,Clvs1
ENSPEMG00000025651,ENSPEMG00000025651.1,ENSMUSG00000075958,Gm23423,2,U6
ENSPEMG00000012966,ENSPEMG00000012966.2,ENSMUSG00000046748,Tmem45a2,12,Tmem45a2
ENSPEMG00000023662,ENSPEMG00000023662.2,ENSMUSG00000022674,Ube2v2,4,
ENSPEMG00000016382,ENSPEMG00000016382.2,ENSMUSG00000003573,Homer3,17,Homer3
ENSPEMG00000010592,ENSPEMG00000010592.2,ENSMUSG00000039194,Rlbp1,1,Rlbp1
ENSPEMG00000027470,ENSPEMG00000027470.1,,,21,
ENSPEMG00000022581,ENSPEMG00000022581.2,ENSMUSG00000079465,Col4a3,13,Col4a3
ENSPEMG00000022152,ENSPEMG00000022152.2,ENSMUSG00000041417,Pik3r1,15,Pik3r1
ENSPEMG00000021915,ENSPEMG00000021915.2,ENSMUSG00000031232,Magt1,X,Magt1
ENSPEMG00000031215,ENSPEMG00000031215.1,,,X,
ENSPEMG00000001902,ENSPEMG00000001902.2,ENSMUSG00000075273,Ttc30b,4,Ttc30b
ENSPEMG00000015139,ENSPEMG00000015139.2,,,4,
ENSPEMG00000016438,ENSPEMG00000016438.2,ENSMUSG00000028906,Epb41,2,Epb41
ENSPEMG00000025603,ENSPEMG00000025603.1,,,4,
ENSPEMG00000003839,ENSPEMG00000003839.2,,,X,U6
ENSPEMG00000009457,ENSPEMG00000009457.2,ENSMUSG00000062110,Scfd2,10,Scfd2
ENSPEMG00000019535,ENSPEMG00000019535.2,ENSMUSG00000027649,Ctnnbl1,4,Ctnnbl1
ENSPEMG00000013279,ENSPEMG00000013279.2,ENSMUSG00000024273,2700062C07Rik,19,2700062C07Rik
ENSPEMG00000025624,ENSPEMG00000025624.1,ENSMUSG00000075271,Ttc30a1,4,Ttc30a1
ENSPEMG00000008234,ENSPEMG00000008234.2,ENSMUSG00000089872,Rps6kc1,11,Rps6kc1
ENSPEMG00000011096,ENSPEMG00000011096.2,ENSMUSG00000028085,Gatb,6,Gatb
ENSPEMG00000014040,ENSPEMG00000014040.2,ENSMUSG00000074923,Pak6,4,Pak6
ENSPEMG00000016607,ENSPEMG00000016607.2,ENSMUSG00000029463,Fam216a,23,Fam216a
ENSPEMG00000023941,ENSPEMG00000023941.2,ENSMUSG00000001349,Cnn1,7,Cnn1
ENSPEMG00000015366,ENSPEMG00000015366.2,ENSMUSG00000040446,Rprd1a,19,Rprd1a
ENSPEMG00000018994,ENSPEMG00000018994.2,ENSMUSG00000068794,Col28a1,3,Col28a1
ENSPEMG00000023214,ENSPEMG00000023214.2,ENSMUSG00000039187,Fanci,1,Fanci
ENSPEMG00000015218,ENSPEMG00000015218.2,ENSMUSG00000038860,Garnl3,4,Garnl3
ENSPEMG00000005182,ENSPEMG00000005182.2,ENSMUSG00000093044,Snord8,9,
ENSPEMG00000001511,ENSPEMG00000001511.2,ENSMUSG00000060180,Myh13,8,Myh13
ENSPEMG00000023882,ENSPEMG00000023882.2,ENSMUSG00000035933,Cog5,14,Cog5
ENSPEMG00000026027,ENSPEMG00000026027.1,ENSMUSG00000022159,Rab2b,9,Rab2b
ENSPEMG00000000842,ENSPEMG00000000842.2,ENSMUSG00002076703,U1,X,U1
ENSPEMG00000010148,ENSPEMG00000010148.2,ENSMUSG00000029464,Gpn3,23,Gpn3
ENSPEMG00000029373,ENSPEMG00000029373.1,ENSMUSG00000088733,Gm23895,X,U1
ENSPEMG00000006499,ENSPEMG00000006499.2,,,19,
ENSPEMG00000013657,ENSPEMG00000013657.2,ENSMUSG00000037843,Vstm2l,4,Vstm2l
ENSPEMG00000009630,ENSPEMG00000009630.2,ENSMUSG00000026634,Angel2,11,Angel2
ENSPEMG00000015707,ENSPEMG00000015707.2,ENSMUSG00000024270,Slc39a6,19,Slc39a6
ENSPEMG00000028590,ENSPEMG00000028590.1,ENSMUSG00000013822,Elof1,7,Elof1
ENSPEMG00000015628,ENSPEMG00000015628.2,ENSMUSG00000022419,Deptor,20,Deptor
ENSPEMG00000002757,ENSPEMG00000002757.2,ENSMUSG00000054951,9130008F23Rik,21,9130008F23Rik
ENSPEMG00000013512,ENSPEMG00000013512.2,ENSMUSG00000029465,Arpc3,23,Arpc3
ENSPEMG00000002117,ENSPEMG00000002117.2,ENSMUSG00000027650,Tti1,4,Tti1
ENSPEMG00000026634,ENSPEMG00000026634.1,,,10,
ENSPEMG00000000995,ENSPEMG00000000995.2,ENSMUSG00000091043,Glyatl3,21,Glyatl3
ENSPEMG00000016970,ENSPEMG00000016970.2,ENSMUSG00000005534,Insr,23,Insr
ENSPEMG00000021786,ENSPEMG00000021786.2,ENSMUSG00000041992,Rapgef5,14,Rapgef5
ENSPEMG00000006553,ENSPEMG00000006553.2,ENSMUSG00000028487,Bnc2,2,Bnc2
ENSPEMG00000007486,ENSPEMG00000007486.2,ENSMUSG00000089911,Mfsd14a,6,Mfsd14a
ENSPEMG00000002025,ENSPEMG00000002025.2,ENSMUSG00000029227,Fip1l1,10,Fip1l1
ENSPEMG00000005042,ENSPEMG00000005042.2,,,15,5S_rRNA
ENSPEMG00000005999,ENSPEMG00000005999.2,ENSMUSG00002075699,U1,21,U1
ENSPEMG00000017099,ENSPEMG00000017099.2,ENSMUSG00000024271,Elp2,19,Elp2
ENSPEMG00000029973,ENSPEMG00000029973.1,ENSMUSG00000044067,Gpr22,14,Gpr22
ENSPEMG00000014837,ENSPEMG00000014837.2,ENSMUSG00000029466,Anapc7,23,Anapc7
ENSPEMG00000015283,ENSPEMG00000015283.2,ENSMUSG00000022752,Tomm70a,12,Tomm70a
ENSPEMG00000009643,ENSPEMG00000009643.2,ENSMUSG00000037568,Vash2,11,Vash2
ENSPEMG00000028816,ENSPEMG00000028816.1,ENSMUSG00000027651,Rprd1b,4,Rprd1b
ENSPEMG00000022807,ENSPEMG00000022807.2,ENSMUSG00000020648,Dus4l,14,Dus4l
ENSPEMG00000009061,ENSPEMG00000009061.2,ENSMUSG00000027957,Slc35a3,6,Slc35a3
ENSPEMG00000014868,ENSPEMG00000014868.2,ENSMUSG00000054640,Slc8a1,22,Slc8a1
ENSPEMG00000000913,ENSPEMG00000000913.2,ENSMUSG00000021481,Zfp346,5,Zfp346
ENSPEMG00000027174,ENSPEMG00000027174.1,ENSMUSG00000073295,Nudt11,X,
ENSPEMG00000026057,ENSPEMG00000026057.1,ENSMUSG00000023279,Bmp15,X,Bmp15
ENSPEMG00000012245,ENSPEMG00000012245.2,ENSMUSG00000022112,Gpc5,9,Gpc5
ENSPEMG00000000392,ENSPEMG00000000392.2,ENSMUSG00000079038,D130040H23Rik,17,
ENSPEMG00000014446,ENSPEMG00000014446.2,ENSMUSG00000022422,Dscc1,20,Dscc1
ENSPEMG00000021597,ENSPEMG00000021597.2,ENSMUSG00000075270,Pde11a,4,Pde11a
ENSPEMG00000013318,ENSPEMG00000013318.2,ENSMUSG00000023919,Cenpq,21,Cenpq
ENSPEMG00000016457,ENSPEMG00000016457.2,ENSMUSG00000037419,Endod1,X,
ENSPEMG00000014108,ENSPEMG00000014108.2,ENSMUSG00000078137,Ankrd63,4,Ankrd63
ENSPEMG00000015105,ENSPEMG00000015105.2,ENSMUSG00000015377,Dennd6b,20,Dennd6b
ENSPEMG00000023028,ENSPEMG00000023028.2,ENSMUSG00000041235,Chd7,2,Chd7
ENSPEMG00000022757,ENSPEMG00000022757.2,ENSMUSG00000021629,Slc30a5,15,Slc30a5
ENSPEMG00000001655,ENSPEMG00000001655.2,ENSMUSG00000077783,Gm23907,X,U2
ENSPEMG00000002420,ENSPEMG00000002420.2,,,18,
ENSPEMG00000002578,ENSPEMG00000002578.2,ENSMUSG00000040061,Plcb2,4,Plcb2
ENSPEMG00000014859,ENSPEMG00000014859.2,ENSMUSG00000042447,Mios,3,Mios
ENSPEMG00000002011,ENSPEMG00000002011.2,ENSMUSG00000098578,Gm27449,7,U6
ENSPEMG00000022358,ENSPEMG00000022358.2,ENSMUSG00000031229,Atrx,X,Atrx
ENSPEMG00000015915,ENSPEMG00000015915.2,ENSMUSG00000051000,Fam160a1,6,Fam160a1
ENSPEMG00000007088,ENSPEMG00000007088.2,ENSMUSG00000001348,Acp5,7,Acp5
ENSPEMG00000023902,ENSPEMG00000023902.2,ENSMUSG00000067158,Col4a4,13,Col4a4
ENSPEMG00000024205,ENSPEMG00000024205.2,ENSMUSG00000022751,Nit2,12,Nit2
ENSPEMG00000009238,ENSPEMG00000009238.2,ENSMUSG00000057788,Ddx49,17,Ddx49
ENSPEMG00000014742,ENSPEMG00000014742.2,ENSMUSG00000066595,Flvcr1,11,Flvcr1
ENSPEMG00000009713,ENSPEMG00000009713.2,ENSMUSG00000023921,Mmut,21,Mmut
ENSPEMG00000016164,ENSPEMG00000016164.2,ENSMUSG00000020256,Aldh1l2,18,Aldh1l2
ENSPEMG00000025435,ENSPEMG00000025435.1,,,6,
ENSPEMG00000017317,ENSPEMG00000017317.2,ENSMUSG00000037343,Taf2,20,Taf2
ENSPEMG00000028617,ENSPEMG00000028617.1,ENSMUSG00000012483,Rpa3,3,Rpa3
ENSPEMG00000022154,ENSPEMG00000022154.2,ENSMUSG00000020650,Bcap29,14,Bcap29
ENSPEMG00000015138,ENSPEMG00000015138.2,ENSMUSG00000039176,Polg,1,Polg
